url,Datetime,Tweet Id,Text,Retweet Count,Reply Count,Like Count,Username,Display Name,Followers Count,Friends Count,Rendered Content,Day,Month,Year
https://twitter.com/AlexJPepper/status/562398778364157952,2015-02-02 23:54:52+00:00,562398778364157952,What an amazing experience. Couldn't have been a more amazing group of people! Thanks @Doritos! #CrashTheSuperBowl http://t.co/zk1kcHmP0E,1,0,2,AlexJPepper,Alex Pepper,566,383,What an amazing experience. Couldn't have been a more amazing group of people! Thanks @Doritos! #CrashTheSuperBowl http://t.co/zk1kcHmP0E,2,2,2015
https://twitter.com/JessJayneWatt/status/562398633233219584,2015-02-02 23:54:17+00:00,562398633233219584,Realised that there have not been enough Doritos in my life lately.,1,1,0,JessJayneWatt,Jessica Watt,342,555,Realised that there have not been enough Doritos in my life lately.,2,2,2015
https://twitter.com/Hill44/status/562397426049249280,2015-02-02 23:49:29+00:00,562397426049249280,"ICYMI:  The Big Philly Show: President Obama On Affordable Health Care, What’s On His iPod … And Doritos? http://t.co/DboGI775Sq",2,0,2,Hill44,Katie Hill NARA,4130,533,"ICYMI:  The Big Philly Show: President Obama On Affordable Health Care, What’s On His iPod … And Doritos? wired965.cbslocal.com/2015/02/02/pre…",2,2,2015
https://twitter.com/segomusic/status/562395525824012288,2015-02-02 23:41:56+00:00,562395525824012288,@swimmmusic and I spent Super Bowl Sunday at the book fair in #DTLA watching Thurston Moore perform an intimate set.  #Doritos #KatyPerry,1,1,1,segomusic,Sego,1633,101,@swimmmusic and I spent Super Bowl Sunday at the book fair in #DTLA watching Thurston Moore perform an intimate set.  #Doritos #KatyPerry,2,2,2015
https://twitter.com/pimpdaddym_/status/562393274090942464,2015-02-02 23:32:59+00:00,562393274090942464,"""@FleetJr_: I want some Doritos too"" yea get us some",1,0,1,pimpdaddym_,MANLOVE,1160,1017,"""@FleetJr_: I want some Doritos too"" yea get us some",2,2,2015
https://twitter.com/yungboygambit/status/562393148605734912,2015-02-02 23:32:30+00:00,562393148605734912,@germainstream it smells like panda express rice mixed with Doritos,1,1,0,yungboygambit,gambit,63,57,@germainstream it smells like panda express rice mixed with Doritos,2,2,2015
https://twitter.com/Lavesq/status/562392848390426624,2015-02-02 23:31:18+00:00,562392848390426624,We’re giving away 500 #Doritos #Patriots bags! RT+Follow by 12AM CT 4 a chance 2 win! #sweeps http://t.co/pgopUPONeI http://t.co/GCViEVrvbr”,3,0,0,Lavesq,Lavesq,3886,4685,We’re giving away 500 #Doritos #Patriots bags! RT+Follow by 12AM CT 4 a chance 2 win! #sweeps bit.ly/167bJDQ http://t.co/GCViEVrvbr”,2,2,2015
https://twitter.com/Stillfidel_/status/562390794381066241,2015-02-02 23:23:08+00:00,562390794381066241,Keep yo hands off my mama  Keep your hands off my Doritos,1,0,0,Stillfidel_,.,870,674,"Keep yo hands off my mama 
Keep your hands off my Doritos",2,2,2015
https://twitter.com/DavidAWright1/status/562387767628664832,2015-02-02 23:11:07+00:00,562387767628664832,#SaveTheRainForest #SaveTheTigers  The Ad That PepsiCo's Doritos Brand Doesn't Want You to See http://t.co/pQqmn3TZbk via @@libamericaorg,2,0,1,DavidAWright1,#EndTheCorruption,3847,4423,#SaveTheRainForest #SaveTheTigers  The Ad That PepsiCo's Doritos Brand Doesn't Want You to See ln.is/liberalamerica… via @@libamericaorg,2,2,2015
https://twitter.com/__chavoniie/status/562387544529461248,2015-02-02 23:10:13+00:00,562387544529461248,@_IFuckedYoBtc1 With Doritos ?,1,1,0,__chavoniie,C,818,519,@_IFuckedYoBtc1 With Doritos ?,2,2,2015
https://twitter.com/hagemannsam/status/562385902479998977,2015-02-02 23:03:42+00:00,562385902479998977,When your remote has been missing for 2 days then you find it in a bag of Doritos&gt;,1,1,66,hagemannsam,Sam Hagemann,599,688,When your remote has been missing for 2 days then you find it in a bag of Doritos&gt;,2,2,2015
